START_TIME;elix;domestic;constant;Source
22/05/2013 01:30;40.77;0.47;1;69.68
22/05/2013 02:00;40.77;0.47;1;69.68
22/05/2013 02:30;40.77;0.47;1;69.68
22/05/2013 03:00;40.77;0.4;1;70.37
22/05/2013 03:30;40.77;0.4;1;70.37
22/05/2013 04:00;40.77;0.4;1;70.37
22/05/2013 04:30;40.77;0.4;1;70.37
22/05/2013 05:00;46.43;0.46;1;70.33
22/05/2013 05:30;46.43;0.46;1;70.33
22/05/2013 06:00;46.43;0.46;1;70.33
22/05/2013 06:30;46.43;0.46;1;70.33
22/05/2013 07:00;46.43;1.35;1;70.33
22/05/2013 07:30;46.43;1.35;1;70.33
22/05/2013 08:00;46.43;1.35;1;70.33
22/05/2013 08:30;46.43;1.35;1;70.33
22/05/2013 09:00;67.33;1.45;1;69.42
22/05/2013 09:30;67.33;1.45;1;69.42
22/05/2013 10:00;67.33;1.45;1;69.42
22/05/2013 10:30;67.33;1.45;1;69.42
22/05/2013 11:00;73.85;1.1;1;70.33
22/05/2013 11:30;73.85;1.1;1;70.33
22/05/2013 12:00;73.85;1.1;1;70.33
22/05/2013 12:30;73.85;1.1;1;70.33
22/05/2013 13:00;65.88;1.02;1;70.33
22/05/2013 13:30;65.88;1.02;1;70.33
22/05/2013 14:00;65.88;1.02;1;70.33
22/05/2013 14:30;65.88;1.02;1;70.33
22/05/2013 15:00;77.96;0.94;1;70.33
22/05/2013 15:30;77.96;0.94;1;70.33
22/05/2013 16:00;77.96;0.94;1;70.33
22/05/2013 16:30;77.96;0.94;1;70.33
22/05/2013 17:00;78.48;1.25;1;70.29
22/05/2013 17:30;78.48;1.25;1;70.29
22/05/2013 18:00;78.48;1.25;1;70.29
22/05/2013 18:30;78.48;1.25;1;70.29
22/05/2013 19:00;62.03;1.38;1;70.33
22/05/2013 19:30;62.03;1.38;1;70.33
22/05/2013 20:00;62.03;1.38;1;70.33
22/05/2013 20:30;62.03;1.38;1;70.33
22/05/2013 21:00;46.43;1.22;1;70.42
22/05/2013 21:30;46.43;1.22;1;70.42
22/05/2013 22:00;46.43;1.22;1;70.42
22/05/2013 22:30;46.43;1.22;1;70.42
22/05/2013 23:00;44.31;0.85;1;69.64
22/05/2013 23:30;44.31;0.85;1;69.64
23/05/2013 00:00;44.31;0.85;1;69.64
23/05/2013 00:30;44.31;0.85;1;69.64
23/05/2013 01:00;44.02;0.47;1;69.68
23/05/2013 01:30;44.02;0.47;1;69.68
23/05/2013 02:00;44.02;0.47;1;69.68
23/05/2013 02:30;44.02;0.47;1;69.68
23/05/2013 03:00;44.02;0.4;1;70.37
23/05/2013 03:30;44.02;0.4;1;70.37
23/05/2013 04:00;44.02;0.4;1;70.37
23/05/2013 04:30;44.02;0.4;1;70.37
23/05/2013 05:00;44.02;0.46;1;70.33
23/05/2013 05:30;44.02;0.46;1;70.33
23/05/2013 06:00;44.02;0.46;1;70.33
23/05/2013 06:30;44.02;0.46;1;70.33
23/05/2013 07:00;55.72;1.35;1;70.33
23/05/2013 07:30;55.72;1.35;1;70.33
23/05/2013 08:00;55.72;1.35;1;70.33
23/05/2013 08:30;55.72;1.35;1;70.33
23/05/2013 09:00;72.13;1.45;1;69.42
23/05/2013 09:30;72.13;1.45;1;69.42
23/05/2013 10:00;72.13;1.45;1;69.42
23/05/2013 10:30;72.13;1.45;1;69.42
23/05/2013 11:00;72.13;1.1;1;70.33
23/05/2013 11:30;72.13;1.1;1;70.33
23/05/2013 12:00;72.13;1.1;1;70.33
23/05/2013 12:30;72.13;1.1;1;70.33
23/05/2013 13:00;72.13;1.02;1;70.33
23/05/2013 13:30;72.13;1.02;1;70.33
23/05/2013 14:00;72.13;1.02;1;70.33
23/05/2013 14:30;72.13;1.02;1;70.33
23/05/2013 15:00;72.13;0.94;1;70.33
23/05/2013 15:30;72.13;0.94;1;70.33
23/05/2013 16:00;72.13;0.94;1;70.33
23/05/2013 16:30;72.13;0.94;1;70.33
23/05/2013 17:00;102.9;1.25;1;70.29
23/05/2013 17:30;102.9;1.25;1;70.29
23/05/2013 18:00;102.9;1.25;1;70.29
23/05/2013 18:30;102.9;1.25;1;70.29
23/05/2013 19:00;72.13;1.38;1;70.33
23/05/2013 19:30;72.13;1.38;1;70.33
23/05/2013 20:00;72.13;1.38;1;70.33
23/05/2013 20:30;72.13;1.38;1;70.33
23/05/2013 21:00;55.72;1.22;1;70.42
23/05/2013 21:30;55.72;1.22;1;70.42
23/05/2013 22:00;55.72;1.22;1;70.42
23/05/2013 22:30;55.72;1.22;1;70.42
23/05/2013 23:00;53.85;0.85;1;69.64
23/05/2013 23:30;53.85;0.85;1;69.64
24/05/2013 00:00;53.85;0.85;1;69.64
24/05/2013 00:30;53.85;0.85;1;69.64
24/05/2013 01:00;49.59;0.47;1;69.68
24/05/2013 01:30;49.59;0.47;1;69.68
24/05/2013 02:00;49.59;0.47;1;69.68
24/05/2013 02:30;49.59;0.47;1;69.68
24/05/2013 03:00;49.59;0.4;1;70.37
24/05/2013 03:30;49.59;0.4;1;70.37
24/05/2013 04:00;49.59;0.4;1;70.37
24/05/2013 04:30;49.59;0.4;1;70.37
24/05/2013 05:00;49.59;0.46;1;70.33
24/05/2013 05:30;49.59;0.46;1;70.33
24/05/2013 06:00;49.59;0.46;1;70.33
24/05/2013 06:30;49.59;0.46;1;70.33
24/05/2013 07:00;49.82;1.35;1;70.33
24/05/2013 07:30;49.82;1.35;1;70.33
24/05/2013 08:00;49.82;1.35;1;70.33
24/05/2013 08:30;49.82;1.35;1;70.33
24/05/2013 09:00;76.53;1.45;1;69.42
24/05/2013 09:30;76.53;1.45;1;69.42
24/05/2013 10:00;76.53;1.45;1;69.42
24/05/2013 10:30;76.53;1.45;1;69.42
24/05/2013 11:00;83.51;1.1;1;70.33
24/05/2013 11:30;83.51;1.1;1;70.33
24/05/2013 12:00;83.51;1.1;1;70.33
24/05/2013 12:30;83.51;1.1;1;70.33
24/05/2013 13:00;80.25;1.02;1;70.33
24/05/2013 13:30;80.25;1.02;1;70.33
24/05/2013 14:00;80.25;1.02;1;70.33
24/05/2013 14:30;80.25;1.02;1;70.33
24/05/2013 15:00;65.64;0.94;1;70.33
24/05/2013 15:30;65.64;0.94;1;70.33
24/05/2013 16:00;65.64;0.94;1;70.33
24/05/2013 16:30;65.64;0.94;1;70.33
24/05/2013 17:00;83.96;1.25;1;70.29
24/05/2013 17:30;83.96;1.25;1;70.29
24/05/2013 18:00;83.96;1.25;1;70.29
24/05/2013 18:30;83.96;1.25;1;70.29
24/05/2013 19:00;83.96;1.38;1;70.33
24/05/2013 19:30;83.96;1.38;1;70.33
24/05/2013 20:00;83.96;1.38;1;70.33
24/05/2013 20:30;83.96;1.38;1;70.33
24/05/2013 21:00;81.58;1.22;1;70.42
24/05/2013 21:30;81.58;1.22;1;70.42
24/05/2013 22:00;81.58;1.22;1;70.42
24/05/2013 22:30;81.58;1.22;1;70.42
24/05/2013 23:00;85.98;0.85;1;69.64
24/05/2013 23:30;85.98;0.85;1;69.64
25/05/2013 00:00;85.98;0.85;1;69.64
25/05/2013 00:30;85.98;0.85;1;69.64
25/05/2013 01:00;58.84;0.47;1;69.68
25/05/2013 01:30;58.84;0.47;1;69.68
25/05/2013 02:00;58.84;0.47;1;69.68
25/05/2013 02:30;58.84;0.47;1;69.68
25/05/2013 03:00;50.27;0.4;1;70.37
25/05/2013 03:30;50.27;0.4;1;70.37
25/05/2013 04:00;50.27;0.4;1;70.37
25/05/2013 04:30;50.27;0.4;1;70.37
25/05/2013 05:00;48.35;0.46;1;70.33
25/05/2013 05:30;48.35;0.46;1;70.33
25/05/2013 06:00;48.35;0.46;1;70.33
25/05/2013 06:30;48.35;0.46;1;70.33
25/05/2013 07:00;49.17;1.35;1;70.33
25/05/2013 07:30;49.17;1.35;1;70.33
25/05/2013 08:00;49.17;1.35;1;70.33
25/05/2013 08:30;49.17;1.35;1;70.33
25/05/2013 09:00;211.54;1.45;1;69.42
25/05/2013 09:30;211.54;1.45;1;69.42
25/05/2013 10:00;211.54;1.45;1;69.42
25/05/2013 10:30;211.54;1.45;1;69.42
25/05/2013 11:00;49.56;1.1;1;70.33
25/05/2013 11:30;49.56;1.1;1;70.33
25/05/2013 12:00;49.56;1.1;1;70.33
25/05/2013 12:30;49.56;1.1;1;70.33
25/05/2013 13:00;49.56;1.02;1;70.33
25/05/2013 13:30;49.56;1.02;1;70.33
25/05/2013 14:00;49.56;1.02;1;70.33
25/05/2013 14:30;49.56;1.02;1;70.33
25/05/2013 15:00;49.56;0.94;1;70.33
25/05/2013 15:30;49.56;0.94;1;70.33
25/05/2013 16:00;49.56;0.94;1;70.33
25/05/2013 16:30;49.56;0.94;1;70.33
25/05/2013 17:00;49.56;1.25;1;70.29
25/05/2013 17:30;49.56;1.25;1;70.29
25/05/2013 18:00;49.56;1.25;1;70.29
25/05/2013 18:30;49.56;1.25;1;70.29
25/05/2013 19:00;49.56;1.38;1;70.33
25/05/2013 19:30;49.56;1.38;1;70.33
25/05/2013 20:00;49.56;1.38;1;70.33
25/05/2013 20:30;49.56;1.38;1;70.33
25/05/2013 21:00;49.17;1.22;1;70.42
25/05/2013 21:30;49.17;1.22;1;70.42
25/05/2013 22:00;49.17;1.22;1;70.42
25/05/2013 22:30;49.17;1.22;1;70.42
25/05/2013 23:00;49.56;0.85;1;69.64
25/05/2013 23:30;49.56;0.85;1;69.64
26/05/2013 00:00;49.56;0.85;1;69.64
26/05/2013 00:30;49.56;0.85;1;69.64
26/05/2013 01:00;49.17;0.47;1;69.68
26/05/2013 01:30;49.17;0.47;1;69.68
26/05/2013 02:00;49.17;0.47;1;69.68
26/05/2013 02:30;49.17;0.47;1;69.68
26/05/2013 03:00;32.75;0.4;1;70.37
26/05/2013 03:30;32.75;0.4;1;70.37
26/05/2013 04:00;32.75;0.4;1;70.37
26/05/2013 04:30;32.75;0.4;1;70.37
26/05/2013 05:00;32.75;0.46;1;70.33
26/05/2013 05:30;32.75;0.46;1;70.33
26/05/2013 06:00;32.75;0.46;1;70.33
26/05/2013 06:30;32.75;0.46;1;70.33
26/05/2013 07:00;;;;
